pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
women_rep,healthy_offers,drive,900s,32929.95730400001,116685.34210500002,129189.99665900001,66945.42379200002,106581.307227,119410.5297,91161.007256,167857.63662099998,112794.083905,137934.28186800002,97221.00598799999
elderly,healthy_offers,drive,900s,4686.074436,13743.207823000002,15656.350048,7434.576264000001,18633.513013,20942.416323999994,13425.046175000001,28920.009337,20206.966228999998,22944.334791,12366.286890000001
total,amenity_pub,drive,300s,3063.3367670000002,56623.076976,,37204.721164,2569.39154,105361.021782,34275.130905000005,2892.234652,75036.96286200001,,45149.034748
men,amenity_pub,drive,300s,1497.272352,26717.728487,,17485.934782000004,1217.90188,49291.65403900001,15980.398095,1398.000663,35179.597459,,21135.908056
women,amenity_pub,drive,300s,1566.064415,29905.348489,,19718.786382,1351.48966,56069.367742999995,18294.73281,1494.234013,39857.365402999996,,24013.126692
youth,amenity_pub,drive,300s,845.805249,16054.686452999998,,10925.634624,754.8771639999999,30655.62445,9557.534445,893.585599,22152.124969999997,,12925.428492000001
children_u5,amenity_pub,drive,300s,246.937578,4589.636679,,2926.778374,144.202252,5925.914882,2571.2706470000003,158.23149999999998,4027.76227,,3479.715723999999
women_rep,amenity_pub,drive,300s,999.8292700000001,19835.129597,,13474.707034000001,897.531264,38033.780489,12182.651692999998,984.189256,26890.01895,,16200.492691999998
elderly,amenity_pub,drive,300s,141.51416200000003,2352.380211,,1496.1979019999999,166.24566399999998,6681.01287,1785.97363,184.515374,4826.30554,,2073.453124
total,amenity_pub,drive,600s,13929.203951000001,184720.39676699997,,86903.33066100001,93606.956971,291835.821411,76823.562101,89495.73413499999,270659.106856,22504.563876999997,144740.46688
men,amenity_pub,drive,600s,6805.147589,87064.19419499999,,40844.598195000006,44594.93216099999,136535.16142400002,35834.330776999996,43670.59561900001,126925.593426,10853.529328999999,67784.476845
women,amenity_pub,drive,600s,7124.056362,97656.202572,,46058.732466,49012.02481,155300.659987,40989.231324,45825.139540000004,143733.51343700002,11651.034548,76955.99003500001
youth,amenity_pub,drive,600s,3850.050432,52422.571296,,25517.037086999997,27562.395774999994,84923.47092699999,21522.070794,28116.951970000002,79902.638273,6500.709602000001,41541.134592
children_u5,amenity_pub,drive,600s,1122.195951,14970.929361000002,,6837.156385,5288.195216,16440.390294999997,5637.328578999999,4910.1599129999995,14545.518162,1514.5237009999998,11177.893791999999
women_rep,amenity_pub,drive,600s,4553.364573,64849.39683900001,,31470.538518999998,32277.633889,105355.565968,27322.115363999994,29984.598636,96960.005403,7692.311492000001,51983.651192000005
elderly,amenity_pub,drive,600s,642.3914830000001,7650.037458000001,,3495.2883970000003,6085.193700000001,18472.740803999997,4073.581794,5679.809954,17403.099361999997,1316.6688559999998,6566.526842
total,amenity_pub,drive,900s,25796.116194000002,313542.6474109999,1386.2078270000002,142034.16570600003,211615.206235,330772.40487499995,110773.713592,262578.883345,314904.803056,159390.854219,249182.85368100004
men,amenity_pub,drive,900s,12609.15484,147762.21928000002,654.343681,66756.217198,100784.778924,154751.531116,51661.462125,128270.05887800001,147670.976983,76941.329927,116713.24857699998
women,amenity_pub,drive,900s,13186.961354000001,165780.42813100002,731.864146,75277.948508,110830.42731100002,176020.873759,59112.251467,134308.82756699997,167233.82608,82449.524315,132469.60510400002
youth,amenity_pub,drive,900s,7124.333676,88985.91455999998,393.03237099999996,41706.684357000006,62154.090391,96252.735439,30975.504852,82652.24866499999,92907.407719,46046.550608,71582.60625299999
children_u5,amenity_pub,drive,900s,2078.845828,25417.351138000005,113.62837099999999,11174.105002,12339.609089000001,18628.870387,8196.225803,14412.769316,16997.541009,10786.159797,19257.924716999994
women_rep,amenity_pub,drive,900s,8420.619044,110097.28805,484.88406100000003,51436.927802,72975.82252,119410.5297,39382.299051999995,87813.104204,112794.083905,54389.575882,89524.29960299999
elderly,amenity_pub,drive,900s,1191.6904360000003,12976.467181999999,56.596875000000004,5712.5382340000015,13404.878484000003,20942.416323999994,5838.833624999999,16653.539848999997,20206.966228999998,9296.251682,11253.767117000003
total,amenity_drinking_water,drive,300s,,27678.126853,1968.667226,4048.1995850000003,,,,,,,
men,amenity_drinking_water,drive,300s,,13063.266000999998,948.2391719999999,1902.6190150000002,,,,,,,
women,amenity_drinking_water,drive,300s,,14614.860852000002,1020.428054,2145.58057,,,,,,,
youth,amenity_drinking_water,drive,300s,,7848.262065,551.46827,1188.840669,,,,,,,
children_u5,amenity_drinking_water,drive,300s,,2267.105455,178.39999999999998,318.450269,,,,,,,
women_rep,amenity_drinking_water,drive,300s,,9684.688321,657.290112,1466.2056190000003,,,,,,,
elderly,amenity_drinking_water,drive,300s,,1130.996343,70.919376,162.79536900000002,,,,,,,
total,amenity_drinking_water,drive,600s,,107830.38968799998,15000.994032999999,34713.63478,286.559089,,,,,,
men,amenity_drinking_water,drive,600s,,50818.707781000005,7222.9559739999995,16315.110020000002,134.982652,,,,,,
women,amenity_drinking_water,drive,600s,,57011.681907,7778.0380589999995,18398.524759999997,151.576437,,,,,,
youth,amenity_drinking_water,drive,600s,,30602.035469999995,4203.005259,10194.403692,81.348927,,,,,,
children_u5,amenity_drinking_water,drive,600s,,8765.792485,1357.133884,2730.7364919999995,23.234002,,,,,,
women_rep,amenity_drinking_water,drive,600s,,37852.76625100001,5012.6102439999995,12572.830292,100.706062,,,,,,
elderly,amenity_drinking_water,drive,600s,,4443.186693000001,541.6473,1395.9832920000001,11.84169,,,,,,
total,amenity_drinking_water,drive,900s,,231674.48538699996,70127.47201700001,101476.59406999999,12507.461414000001,22736.486249999998,,,,,
men,amenity_drinking_water,drive,900s,,109155.033913,33777.916358999995,47693.12713,5891.595751999999,10640.98486,,,,,
women,amenity_drinking_water,drive,900s,,122519.45147400003,36349.555658000005,53783.466940000006,6615.865662,12095.501390000001,,,,,
youth,amenity_drinking_water,drive,900s,,65759.12762699998,19644.317945,29800.779198,3550.6414019999997,6621.550842000001,,,,,
children_u5,amenity_drinking_water,drive,900s,,18806.981467,6354.865804999999,7982.622397999999,1014.0958519999999,1318.509652,,,,,
women_rep,amenity_drinking_water,drive,900s,,81375.55669299999,23413.974339,36753.512098,4395.5234120000005,8210.584911999998,,,,,
elderly,amenity_drinking_water,drive,900s,,9560.886483000004,2526.311157,4080.806598,516.85494,1399.799947,,,,,
total,amenity_bar,drive,300s,32121.209601,100958.560489,52198.500058,94184.83263300001,100189.811672,276688.119844,124745.523005,208407.77920699999,231643.308867,150908.556191,63864.59970900001
men,amenity_bar,drive,300s,15720.201874,47581.501468,25231.943120999997,44266.133059,47780.046877,129448.88304900001,58172.456256000005,101580.256985,108604.60178700002,72879.54457499999,29919.189473
women,amenity_bar,drive,300s,16401.007727000004,53377.059021,26966.556957999997,49918.699574000006,52409.76480700001,147239.236795,66573.06674900002,106827.52399399999,123038.70708200001,78029.01163900002,33945.410236
youth,amenity_bar,drive,300s,8854.730663999999,28651.833272999997,14656.05178,27658.736925,29485.341658,80514.34010799999,34857.042692999996,63470.340044,68328.36948200001,43437.236194000005,18370.385001
children_u5,amenity_bar,drive,300s,2590.146728,8180.396914,4736.600657999999,7409.181224999999,5752.689037,15589.281942,9247.537595999998,13790.213404,12507.725047,10620.025714,4940.914857
women_rep,amenity_bar,drive,300s,10450.071059999998,35446.810326000006,17300.488106,34111.805095,34467.839515,99885.171949,44341.796042999995,69375.74993,82992.937232,51302.70892399999,22955.679351
elderly,amenity_bar,drive,300s,1489.904,4182.604806000001,1890.217451,3787.648581000001,6438.798006999999,17512.017083999996,6571.970918,11433.569599,14860.043740000001,8431.608845,2865.7150569999994
total,amenity_bar,drive,600s,109682.11640700001,328448.07310200005,205739.109256,149749.363052,238026.38991099998,330689.99145699997,263713.89231200004,514990.02175799996,314904.803056,366445.83168600005,198524.269385
men,amenity_bar,drive,600s,53668.624458,154794.13639899998,99287.012342,70381.28718099999,113495.05310199999,154712.97561000002,122954.22622,251132.412362,147670.976983,177039.58814100001,93127.87794499999
women,amenity_bar,drive,600s,56013.491949,173653.936703,106452.09693500001,79368.075871,124531.33684700001,175977.015847,140759.666092,263857.61414900003,167233.82608,189406.24356899998,105396.39143999998
youth,amenity_bar,drive,600s,30244.258484999995,93212.49730499997,57935.621966,43973.64821399999,69993.322109,96228.752797,73548.60190799998,158039.83755499998,92907.407719,105477.64778099999,57596.675684999995
children_u5,amenity_bar,drive,600s,8843.568548000003,26649.257832000003,18033.231481000003,11780.838388999999,13858.926610999999,18624.248940999998,19722.453578999997,32700.331116,16997.541009,25640.895488,15465.004324999998
women_rep,amenity_bar,drive,600s,35701.555292000005,115312.32440700004,68447.86339099999,54233.47861900001,81898.314202,119380.77676999998,93709.105908,171619.45347399998,112794.083905,124596.05574500002,71582.20943500001
elderly,amenity_bar,drive,600s,5084.334691999999,13578.242460000001,8005.113186,6022.453233,15114.029906000002,20937.179479999995,13798.718551000002,29312.81683,20206.966228999998,20669.441323000003,8527.840325000001
total,amenity_bar,drive,900s,159732.85719299997,406264.40059299994,420001.893563,176391.521334,305069.354382,330772.40487499995,302230.33226399997,530871.733429,314904.803056,425217.972046,299262.109789
men,amenity_bar,drive,900s,78158.13736600001,191469.602731,202701.996952,82903.49072,145258.829487,154751.531116,140908.06144400002,258820.133967,147670.976983,205456.07202100003,140318.36728900002
women,amenity_bar,drive,900s,81574.71982700001,214794.797862,217299.896632,93488.03061399997,159810.524933,176020.873759,161322.27082,272051.6042170001,167233.82608,219761.900049,158943.7425
youth,amenity_bar,drive,900s,44046.161412,115292.65424399998,118392.633802,51796.819263,89282.294711,96252.735439,84268.10509199998,162485.00937999994,92907.407719,122416.83693599999,86560.025443
children_u5,amenity_bar,drive,900s,12879.055900000003,32960.118356000006,36451.91673799999,13876.775459999995,18705.948938999998,18628.870387,22624.764571,34158.167119,16997.541009,29677.902252999997,23256.253412999995
women_rep,amenity_bar,drive,900s,51994.583984000004,142628.70555700004,139716.85208799999,63881.455736,105210.80686,119410.5297,107389.80669199998,176861.501097,112794.083905,144593.24398,107784.97192900002
elderly,amenity_bar,drive,900s,7404.186435999999,16799.595808000002,16682.905923000002,7094.070588000001,18469.092052,20942.416323999994,15804.959543000003,29878.990533,20206.966228999998,24068.899973000003,13058.273621
total,shop_bakery,drive,300s,46831.822831000005,248931.061493,234643.82380600003,113163.43094900002,233357.304447,283949.204997,133757.64076500002,417249.730156,215470.128438,237612.998948,105524.311883
men,shop_bakery,drive,300s,22915.112111000006,117313.100886,113115.95844999999,53185.875597000006,111046.16508199999,132845.07175000003,62374.411281,203662.83074200002,101054.48920699999,114798.351246,49374.52850600001
women,shop_bakery,drive,300s,23916.710720000003,131617.96060700002,121527.86537700001,59977.555352,122311.13936700003,151104.13324700002,71383.22948400001,213586.903795,114415.639238,122814.64772600001,56149.78337700001
youth,shop_bakery,drive,300s,12913.530285,70644.29719200001,66385.59996600001,33232.539572999995,68248.97901300002,82626.463389,37369.574469,129647.34554499999,63556.546064,68355.56240299999,30109.331102999997
children_u5,shop_bakery,drive,300s,3776.0595769999995,20177.436372000004,19826.204042999998,8902.044923000001,14310.896172000002,15995.801569,9927.565852,24773.12734,11663.267579,16767.205292,8111.265214999999
women_rep,shop_bakery,drive,300s,15243.866943,87405.948936,78304.398753,40985.970933,80560.933442,102507.61936299999,47544.81161899999,139262.860158,77152.45152,80728.006123,37818.71335300001
elderly,shop_bakery,drive,300s,2170.859749,10305.644632000001,9758.4305,4550.821551,14123.113415999998,17974.242159999998,7038.014823999999,25049.606104,13808.132608999998,13261.919757,4923.884765000001
total,shop_bakery,drive,600s,116028.818343,381738.062382,460972.6113289999,183663.32418899998,303902.90320699994,330772.40487499995,267742.006052,503127.526012,314904.803056,388074.34946399997,280885.82697
men,shop_bakery,drive,600s,56770.022491,179920.51705299996,222504.508979,86321.54614199999,144672.561169,154751.531116,124831.86835,245388.20328099997,147670.976983,187497.05279500003,131388.207833
women,shop_bakery,drive,600s,59258.795851999996,201817.54532900004,238468.10237100002,97341.778047,159230.342076,176020.873759,142910.137702,257739.32748600005,167233.82608,200577.296693,149497.619137
youth,shop_bakery,drive,600s,31997.738013000002,108328.986855,129905.950194,53932.144986,88891.45973699998,96252.735439,74669.66548799998,154737.68960399998,92907.407719,111711.09554,79995.369359
children_u5,shop_bakery,drive,600s,9354.985141000001,30970.415085000004,40083.696009,14448.808155999997,18747.024699999998,18628.870387,20025.982119,31582.215387999997,16997.541009,27127.294684999997,21558.579855999997
women_rep,shop_bakery,drive,600s,37774.812995,134004.64634700003,153291.90153499998,66514.652776,104850.05475699999,119410.5297,95139.856488,167711.808712,112794.083905,131954.820108,100597.67232700001
elderly,shop_bakery,drive,600s,5377.266097000001,15787.127409,18253.879164,7386.6055240000005,18288.034125,20942.416323999994,14008.534591,28913.687496000002,20206.966228999998,21919.742563000003,13222.260810000002
total,shop_bakery,drive,900s,140886.28014900003,411595.51389599993,535215.5365,201851.81133100003,309738.5818909999,330772.40487499995,298355.670476,527940.3864819999,314904.803056,433524.557172,358698.15157600003
men,shop_bakery,drive,900s,68934.57450999999,193990.16978099995,258450.83239899995,94869.996573,147458.252699,154751.531116,139101.948538,257402.053884,147670.976983,209472.52253100002,167821.44723700001
women,shop_bakery,drive,900s,71951.70563900002,217605.34411500004,276764.70412199997,106981.814758,162280.32923,176020.873759,159253.72193800003,270538.33735300007,167233.82608,224052.03466499998,190876.704339
youth,shop_bakery,drive,900s,38850.797796,116801.86913399998,150629.03409200002,59273.419482000005,90607.803698,96252.735439,83189.74869599998,161664.22276299997,92907.407719,124810.144946,102294.584329
children_u5,shop_bakery,drive,900s,11359.331068000001,33392.135319999994,46983.74831,15879.640126999997,19084.526501,18628.870387,22332.799023,33889.054572,16997.541009,30249.260337000003,27561.678797999997
women_rep,shop_bakery,drive,900s,45863.181344000004,144488.91441300002,177763.83306200005,73102.106677,106851.72328199999,119410.5297,106013.56089599998,175891.491732,112794.083905,147418.273434,128527.666069
elderly,shop_bakery,drive,900s,6530.010436000001,17022.478828000003,20841.224674999998,8118.060859000001,18662.041942,20942.416323999994,15603.136495,29776.735014,20206.966228999998,24549.525075,16777.606868000003
total,shop_greengrocer,drive,300s,,29465.016916,,71018.095595,14242.656659,86286.034323,56880.774940999996,715.895688,56711.47804200002,,39954.017434
men,shop_greengrocer,drive,300s,,13879.392688,,33377.894605,6711.557355999999,40369.257941,26518.323647,341.425573,26588.259884,,18737.279463000003
women,shop_greengrocer,drive,300s,,15585.624228,,37640.200990000005,7531.099303,45916.776382,30362.451294000002,374.470117,30123.218158,,21216.737971
youth,shop_greengrocer,drive,300s,,8364.583787999998,,20855.987583,4052.3874939999996,25105.174191,15852.264393000001,214.54723900000002,16743.593805999997,,11570.997234
children_u5,shop_greengrocer,drive,300s,,2389.002088,,5586.614782999999,1131.324484,4883.900061,4272.665617000001,39.402986,3042.0002380000005,,3107.96341
women_rep,shop_greengrocer,drive,300s,,10354.952728,,25721.837233000002,5003.700777000001,31148.911983,20213.512623000002,248.10752000000002,20323.509374,,14396.889734
elderly,shop_greengrocer,drive,300s,,1217.60436,,2855.9404830000003,610.549498,5441.659017999999,2963.488497,46.188888000000006,3648.862956,,1732.21406
total,shop_greengrocer,drive,600s,,135283.10756499998,,135039.14334500002,105058.30903200002,306957.33314699994,157835.44651799998,81712.069672,251253.23208700004,17140.443984999998,138522.870134
men,shop_greengrocer,drive,600s,,63724.03415899999,,63467.236855,49789.289920999996,143610.03167000003,73587.093896,39864.43749800001,117823.225802,8260.926639,64896.218618000006
